Section,Multiselect,Category,Label,Tag
More Visual characteristics: Food tags,TRUE,"Sweets, Snacks, and Dessert",souffle,souffle
More Visual characteristics: Food tags,TRUE,"Sweets, Snacks, and Dessert",shaved ice,shaved ice
More Visual characteristics: Food tags,TRUE,"Sweets, Snacks, and Dessert",slushie,slushie
More Visual characteristics: Food tags,TRUE,"Sweets, Snacks, and Dessert",tanghulu,tanghulu
More Visual characteristics: Food tags,TRUE,"Sweets, Snacks, and Dessert",tart,tart
More Visual characteristics: Food tags,TRUE,"Sweets, Snacks, and Dessert",blueberry tart,blueberry tart
More Visual characteristics: Food tags,TRUE,"Sweets, Snacks, and Dessert",fruit tart,fruit tart
More Visual characteristics: Food tags,TRUE,"Sweets, Snacks, and Dessert",strawberry tart,strawberry tart
More Visual characteristics: Food tags,TRUE,"Sweets, Snacks, and Dessert",wagashi,wagashi
More Visual characteristics: Food tags,TRUE,"Sweets, Snacks, and Dessert",baozi,baozi
More Visual characteristics: Food tags,TRUE,"Sweets, Snacks, and Dessert",momiji manjuu,momiji manjuu
More Visual characteristics: Food tags,TRUE,"Sweets, Snacks, and Dessert",usagi manjuu,usagi manjuu
More Visual characteristics: Food tags,TRUE,"Sweets, Snacks, and Dessert",mochi,mochi
More Visual characteristics: Food tags,TRUE,"Sweets, Snacks, and Dessert",dango,dango
More Visual characteristics: Food tags,TRUE,"Sweets, Snacks, and Dessert",ichigo daifuku,ichigo daifuku
More Visual characteristics: Food tags,TRUE,"Sweets, Snacks, and Dessert",kashiwa mochi,kashiwa mochi
More Visual characteristics: Food tags,TRUE,"Sweets, Snacks, and Dessert",namagashi,namagashi
More Visual characteristics: Food tags,TRUE,"Sweets, Snacks, and Dessert",sakura mochi,sakura mochi
More Visual characteristics: Food tags,TRUE,"Sweets, Snacks, and Dessert",songpyeon,songpyeon
More Visual characteristics: Food tags,TRUE,"Sweets, Snacks, and Dessert",suama,suama
More Visual characteristics: Food tags,TRUE,"Sweets, Snacks, and Dessert",taiyaki,taiyaki
More Visual characteristics: Food tags,TRUE,"Sweets, Snacks, and Dessert",uirou,uirou
More Visual characteristics: Food tags,TRUE,"Sweets, Snacks, and Dessert",warabimochi,warabimochi
More Visual characteristics: Food tags,TRUE,"Sweets, Snacks, and Dessert",youkan,youkan
More Visual characteristics: Food tags,TRUE,Other Snacks,chikuwa,chikuwa
More Visual characteristics: Food tags,TRUE,Other Snacks,chips,chips
More Visual characteristics: Food tags,TRUE,Other Snacks,bugles,bugles
More Visual characteristics: Food tags,TRUE,Other Snacks,doritos,doritos
More Visual characteristics: Food tags,TRUE,Other Snacks,potato chips,potato chips
More Visual characteristics: Food tags,TRUE,Other Snacks,pringles,pringles
More Visual characteristics: Food tags,TRUE,Other Snacks,popcorn,popcorn
More Visual characteristics: Food tags,TRUE,Other Snacks,pretzel,pretzel
More Visual characteristics: Food tags,TRUE,Other Snacks,umaibou,umaibou
More Visual characteristics: Food tags,TRUE,Condiments / Garnishes / Spices,anise,anise
More Visual characteristics: Food tags,TRUE,Condiments / Garnishes / Spices,basil leaf,basil leaf
More Visual characteristics: Food tags,TRUE,Condiments / Garnishes / Spices,cinnamon stick,cinnamon stick
More Visual characteristics: Food tags,TRUE,Condiments / Garnishes / Spices,clove,clove
More Visual characteristics: Food tags,TRUE,Condiments / Garnishes / Spices,furikake,furikake
More Visual characteristics: Food tags,TRUE,Condiments / Garnishes / Spices,ginger root,ginger root
More Visual characteristics: Food tags,TRUE,Condiments / Garnishes / Spices,honey,honey
More Visual characteristics: Food tags,TRUE,Condiments / Garnishes / Spices,jam,jam
More Visual characteristics: Food tags,TRUE,Condiments / Garnishes / Spices,marmalade,marmalade
More Visual characteristics: Food tags,TRUE,Condiments / Garnishes / Spices,ketchup,ketchup
More Visual characteristics: Food tags,TRUE,Condiments / Garnishes / Spices,mayonnaise,mayonnaise
More Visual characteristics: Food tags,TRUE,Condiments / Garnishes / Spices,mint,mint
More Visual characteristics: Food tags,TRUE,Condiments / Garnishes / Spices,mustard,mustard
More Visual characteristics: Food tags,TRUE,Condiments / Garnishes / Spices,parsley,parsley
More Visual characteristics: Food tags,TRUE,Condiments / Garnishes / Spices,peanut butter,peanut butter
More Visual characteristics: Food tags,TRUE,Condiments / Garnishes / Spices,pepper (spice,pepper (spice
More Visual characteristics: Food tags,TRUE,Condiments / Garnishes / Spices,pepper mill,pepper mill
More Visual characteristics: Food tags,TRUE,Condiments / Garnishes / Spices,pepper shaker,pepper shaker
More Visual characteristics: Food tags,TRUE,Condiments / Garnishes / Spices,rosemary (herb),rosemary (herb)
More Visual characteristics: Food tags,TRUE,Condiments / Garnishes / Spices,salt,salt
More Visual characteristics: Food tags,TRUE,Condiments / Garnishes / Spices,salt shaker,salt shaker
More Visual characteristics: Food tags,TRUE,Condiments / Garnishes / Spices,sauce,sauce
More Visual characteristics: Food tags,TRUE,Condiments / Garnishes / Spices,bagna cauda,bagna cauda
More Visual characteristics: Food tags,TRUE,Condiments / Garnishes / Spices,hot sauce,hot sauce
More Visual characteristics: Food tags,TRUE,Condiments / Garnishes / Spices,soy sauce,soy sauce
More Visual characteristics: Food tags,TRUE,Condiments / Garnishes / Spices,tomato sauce,tomato sauce
More Visual characteristics: Food tags,TRUE,Condiments / Garnishes / Spices,sugar (food),sugar (food)
More Visual characteristics: Food tags,TRUE,Condiments / Garnishes / Spices,sugar cube,sugar cube
More Visual characteristics: Food tags,TRUE,Condiments / Garnishes / Spices,syrup,syrup
More Visual characteristics: Food tags,TRUE,Condiments / Garnishes / Spices,chocolate syrup,chocolate syrup
More Visual characteristics: Food tags,TRUE,Condiments / Garnishes / Spices,strawberry syrup,strawberry syrup
More Visual characteristics: Food tags,TRUE,Condiments / Garnishes / Spices,wasabi,wasabi
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,canned food,canned food
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,cooking oil,cooking oil
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,crumbs,crumbs
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,curry,curry
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,curry rice,curry rice
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,dumpling,dumpling
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,jiaozi,jiaozi
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,shumai,shumai
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,tangyuan,tangyuan
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,croquette,croquette
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,english breakfast,english breakfast
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,fish and chips,fish and chips
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,flour,flour
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,fondue,fondue
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,french fries,french fries
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,french toast,french toast
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,burger,burger
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,megamac,megamac
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,hot dog,hot dog
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,corn dog,corn dog
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,katsu,katsu
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,katsudon,katsudon
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,konnyaku,konnyaku
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,meal,meal
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,breakfast,breakfast
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,dim sum,dim sum
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,dinner,dinner
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,feast,feast
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,lunch,lunch
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,bento,bento
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,okosama lunch,okosama lunch
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,osechi,osechi
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,party,party
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,birthday party,birthday party
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,tea party,tea party
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,baozi,baozi
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,nabe,nabe
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,oden,oden
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,sukiyaki,sukiyaki
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,narutomaki,narutomaki
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,ochazuke,ochazuke
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,okonomiyaki,okonomiyaki
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,omelet,omelet
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,pizza,pizza
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,holding pizza,holding pizza
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,pizza box,pizza box
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,pizza delivery,pizza delivery
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,pizza slice,pizza slice
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,pizza toast,pizza toast
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,margherita pizza,margherita pizza
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,ribs (food),ribs (food)
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,salad,salad
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,salt,salt
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,salt shaker,salt shaker
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,sandwich,sandwich
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,fruit sandwich,fruit sandwich
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,soup,soup
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,miso soup,miso soup
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,zouni soup,zouni soup
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,sushi,sushi
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,conveyor belt sushi,conveyor belt sushi
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,gunkanmaki,gunkanmaki
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,inarizushi,inarizushi
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,makizushi,makizushi
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,nigirizushi,nigirizushi
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,sushi geta,sushi geta
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,taco,taco
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,takoyaki,takoyaki
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,takuan,takuan
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,tamagokake gohan,tamagokake gohan
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,tempura,tempura
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,shrimp tempura,shrimp tempura
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,tofu,tofu
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,aburaage,aburaage
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,mapo tofu,mapo tofu
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,stinky tofu,stinky tofu
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,tomato sauce,tomato sauce
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,twice cooked pork,twice cooked pork
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,unadon (food),unadon (food)
More Visual characteristics: Food tags,TRUE,Meal Items / Misc. Tags,zongzi,zongzi
More Visual characteristics: Food tags,TRUE,Drink,alcohol,alcohol
More Visual characteristics: Food tags,TRUE,Drink,beer,beer
More Visual characteristics: Food tags,TRUE,Drink,non-alcoholic_beer,non-alcoholic_beer
More Visual characteristics: Food tags,TRUE,Drink,guinness (beer),guinness (beer)
More Visual characteristics: Food tags,TRUE,Drink,champagne,champagne
More Visual characteristics: Food tags,TRUE,Drink,cocktail,cocktail
More Visual characteristics: Food tags,TRUE,Drink,blue hawaii,blue hawaii
More Visual characteristics: Food tags,TRUE,Drink,caesar (drink),caesar (drink)
More Visual characteristics: Food tags,TRUE,Drink,cocktail umbrella,cocktail umbrella
More Visual characteristics: Food tags,TRUE,Drink,margarita,margarita
More Visual characteristics: Food tags,TRUE,Drink,martini,martini
More Visual characteristics: Food tags,TRUE,Drink,mojito,mojito
More Visual characteristics: Food tags,TRUE,Drink,pina colada,pina colada
More Visual characteristics: Food tags,TRUE,Drink,white russian,white russian
More Visual characteristics: Food tags,TRUE,Drink,gluhwein,gluhwein
More Visual characteristics: Food tags,TRUE,Drink,liquor,liquor
More Visual characteristics: Food tags,TRUE,Drink,sake,sake
More Visual characteristics: Food tags,TRUE,Drink,tequila,tequila
More Visual characteristics: Food tags,TRUE,Drink,vodka,vodka
More Visual characteristics: Food tags,TRUE,Drink,whiskey,whiskey
More Visual characteristics: Food tags,TRUE,Drink,wine,wine
More Visual characteristics: Food tags,TRUE,Drink,coffee,coffee
More Visual characteristics: Food tags,TRUE,Drink,cafe au lait,cafe au lait
More Visual characteristics: Food tags,TRUE,Drink,canned coffee,canned coffee
More Visual characteristics: Food tags,TRUE,Drink,coffee beans,coffee beans
More Visual characteristics: Food tags,TRUE,Drink,dandelion coffee,dandelion coffee
More Visual characteristics: Food tags,TRUE,Drink,georgia max coffee,georgia max coffee
More Visual characteristics: Food tags,TRUE,Drink,latte art,latte art
More Visual characteristics: Food tags,TRUE,Drink,starbucks,starbucks
More Visual characteristics: Food tags,TRUE,Drink,juice,juice
More Visual characteristics: Food tags,TRUE,Drink,amazake,amazake
More Visual characteristics: Food tags,TRUE,Drink,lemonade,lemonade
